time,signal,peak
0.0,0.1,0
0.0,0.44,1
0.0,0.73,1
0.0,0.6,1
0.002603292465209961,0.39,1
0.002603292465209961,0.4,1
0.003801107406616211,0.34,1
0.003801107406616211,0.24,1
0.004810810089111328,0.24,1
0.004810810089111328,0.16,1
0.004810810089111328,0.09,0
0.004810810089111328,0.11,0
0.019057512283325195,0.02,0
0.02795863151550293,-0.03,0
0.04489731788635254,0.01,0
0.0537264347076416,-0.07,0
0.07095170021057129,-0.12,0
0.08277559280395508,-0.07,0
0.09464073181152344,-0.14,0
0.11140990257263184,-0.17,0
0.12299823760986328,-0.12,0
0.13787055015563965,-0.2,0
0.15256452560424805,-0.23,0
0.1663062572479248,-0.17,0
0.17899441719055176,-0.21,0
0.19258785247802734,-0.17,0
0.20273447036743164,-0.03,0
0.21303009986877441,-0.05,0
0.2326188087463379,-0.05,0
0.24493718147277832,0.03,0
0.2567448616027832,-0.04,0
0.2726426124572754,-0.09,0
0.2829878330230713,-0.1,0
0.2949550151824951,-0.24,0
0.31259918212890625,-0.31,0
0.32958269119262695,-0.33,0
0.33737754821777344,-0.47,0
0.3512270450592041,-0.5,0
0.36562204360961914,-0.42,0
0.3779571056365967,-0.48,0
0.3870851993560791,-0.48,0
0.4027876853942871,-0.37,0
0.41375041007995605,-0.4,0
0.43271422386169434,-0.37,0
0.44464802742004395,-0.27,0
0.4530949592590332,-0.31,0
0.47254109382629395,-0.26,0
0.4838416576385498,-0.13,0
0.4983949661254883,-0.12,0
0.5129477977752686,-0.03,0
0.5225858688354492,0.08,0
0.5338053703308105,0.02,0
0.5525312423706055,0.03,0
0.5653476715087891,0.09,0
0.5787620544433594,-0.03,0
0.5929980278015137,-0.06,0
0.6045782566070557,-0.04,0
0.6149411201477051,-0.16,0
0.6325643062591553,-0.15,0
0.644932746887207,-0.07,0
0.6529626846313477,-0.14,0
0.6726350784301758,-0.12,0
0.6837389469146729,-0.03,0
0.6981782913208008,-0.09,0
0.7127869129180908,-0.06,0
0.7245442867279053,0.03,0
0.735846996307373,-0.03,0
0.752622127532959,0.01,0
0.7630000114440918,0.09,0
0.7782142162322998,0.02,0
0.7928354740142822,0.06,0
0.8025715351104736,0.13,0
0.8151767253875732,0.06,0
0.8324949741363525,0.09,0
0.845219612121582,0.17,0
0.8537180423736572,0.09,0
0.8728952407836914,0.13,0
0.8828752040863037,0.2,1
0.8947217464447021,0.11,1
0.9117939472198486,0.15,1
0.9225759506225586,0.21,1
0.9348878860473633,0.12,1
0.9525876045227051,0.16,1
0.9625542163848877,0.22,1
0.9790945053100586,0.12,1
0.9926629066467285,0.16,1
1.0041475296020508,0.23,1
1.0139923095703125,0.13,1
1.0327250957489014,0.16,1
1.0446739196777344,0.22,1
1.0589523315429688,0.12,1
1.0727250576019287,0.15,1
1.083747148513794,0.22,1
1.0951886177062988,0.11,1
1.1127049922943115,0.15,1
1.1225271224975586,0.21,1
1.1344635486602783,0.1,0
1.152571678161621,0.13,0
1.1629104614257812,0.2,0
1.1785516738891602,0.08,0
1.1928987503051758,0.12,0
1.2042138576507568,0.18,0
1.215358018875122,0.07,0
1.2327649593353271,0.11,0
1.2449960708618164,0.18,0
1.2578730583190918,0.06,0
1.2726538181304932,0.09,0
1.2838215827941895,0.16,0
1.2961273193359375,0.04,0
1.3113389015197754,0.08,0
1.3224663734436035,0.14,0
1.3332209587097168,0.02,0
1.3526296615600586,0.06,0
1.3627252578735352,0.13,0
1.3778767585754395,0.0,0
1.3926527500152588,0.04,0
1.4028174877166748,0.11,0
1.4128572940826416,-0.01,0
1.4325001239776611,0.04,0
1.4452183246612549,0.1,0
1.4543790817260742,-0.02,0
1.4728472232818604,0.02,0
1.4839584827423096,0.09,0
1.494638204574585,-0.03,0
1.5113804340362549,0.01,0
1.5224738121032715,0.08,0
1.5325558185577393,-0.05,0
1.5524823665618896,-0.0,0
1.5652859210968018,0.07,0
1.577946424484253,-0.06,0
1.5926713943481445,-0.01,0
1.6027729511260986,0.06,0
1.6156988143920898,-0.07,0
1.6329500675201416,-0.02,0
1.6454005241394043,0.06,0
1.6537396907806396,-0.08,0
1.672475814819336,-0.03,0
1.6830332279205322,0.04,0
1.6983921527862549,-0.09,0
1.712850570678711,-0.03,0
1.72255539894104,0.04,0
1.7339391708374023,-0.09,0
1.7524566650390625,-0.04,0
1.764801025390625,0.03,0
1.7786846160888672,-0.1,0
1.7928569316864014,-0.05,0
1.8025429248809814,0.03,0
1.8126885890960693,-0.1,0
1.8297007083892822,-0.05,0
1.8445255756378174,0.02,0
1.852550983428955,-0.11,0
1.8727247714996338,-0.05,0
1.88275146484375,0.02,0
1.8949387073516846,-0.11,0
1.9125432968139648,-0.05,0
1.9228267669677734,0.03,0
1.9365112781524658,-0.11,0
1.9529025554656982,-0.06,0
1.9627881050109863,0.03,0
1.978334665298462,-0.11,0
1.9924588203430176,-0.05,0
2.002857208251953,0.03,0
2.0127131938934326,-0.11,0
2.032602310180664,-0.06,0
2.044783115386963,0.03,0
2.058936357498169,-0.11,0
2.072848320007324,-0.05,0
2.0841403007507324,0.02,0
2.099334955215454,-0.11,0
2.112980842590332,-0.05,0
2.1236002445220947,0.03,0
2.134350061416626,-0.1,0
2.152456283569336,-0.05,0
2.1629414558410645,0.03,0
2.178163528442383,-0.1,0
2.1927640438079834,-0.05,0
2.2042949199676514,0.04,0
2.214277744293213,-0.1,0
2.232635021209717,-0.05,0
2.244630813598633,0.04,0
2.252760648727417,-0.1,0
2.2725369930267334,-0.04,0
2.2828075885772705,0.05,0
2.2984249591827393,-0.09,0
2.312565565109253,-0.03,0
2.3228330612182617,0.05,0
2.3343162536621094,-0.09,0
2.3529603481292725,-0.04,0
2.3651278018951416,0.05,0
2.378328561782837,-0.09,0
2.3927743434906006,-0.03,0
2.4038431644439697,0.05,0
2.4137821197509766,-0.09,0
2.4327993392944336,-0.03,0
2.444904088973999,0.06,0
2.452958583831787,-0.08,0
2.4726386070251465,-0.02,0
2.482563018798828,0.06,0
2.4982047080993652,-0.09,0
2.5128514766693115,-0.03,0
2.526427984237671,0.06,0
2.5382723808288574,-0.08,0
2.5529372692108154,-0.02,0
2.562873125076294,0.07,0
2.578540802001953,-0.07,0
2.59272837638855,-0.01,0
2.603776216506958,0.07,0
2.61643385887146,-0.08,0
2.632582426071167,-0.02,0
2.6646199226379395,0.07,0
2.666628122329712,-0.07,0
2.670644998550415,-0.01,0
2.6853127479553223,0.08,0
2.6992809772491455,-0.07,0
2.711827039718628,-0.0,0
2.7227728366851807,0.08,0
2.73411226272583,-0.07,0
2.745976686477661,-0.01,0
2.764859437942505,0.08,0
2.7789387702941895,-0.06,0
2.7870264053344727,-0.0,0
2.8030667304992676,0.08,0
2.8130345344543457,-0.06,0
2.8326222896575928,-0.0,0
2.8455145359039307,0.08,0
